Col.,Row,Wood Type ,Clone,Along lean dia (mm),Across lean dia (mm),Green AV (km/s),Green mass (grms),Green vol. (grms),Green   LD     (mm),Green curve (mm),Remarks,Dry AV (km/s),Dry mass (grms),Dry vol. (grms),Dry LD     (mm),Dry curve (mm),,Moisture content (%),Green density (kg/m3),Dry density (kg/m3),Basic density (kg/m3),Green MOE (Gpa),Dry MOE (Gpa),Lon. Shr. (%),Vol. shr. (%),,,Green av,Dry Av,Moisture content (%),Green density (kg/m3),Dry density (kg/m3),Basic density (kg/m3),Green MOE (Gpa),Dry MOE (Gpa),Lon. Shr. (%),Vol. shr. (%)
D,4,N,17,41.3,43.7,1.32,30.02,29.34,8.53,7.98,,2.9,9.6,24.87,7.42,8.78,,213,1023,386,327,1.78,3.25,1.06,15.24,
D,5,N,23,41.1,43.3,1.24,20,18.97,8.73,7.79,,2.82,6.57,15.85,7.61,9.42,,204,1054,415,346,1.62,3.30,1.19,16.45,
D,6,N,24,41.2,39.7,1.36,22.38,21.01,9.9,9.09,,2.96,7.13,18.21,8.59,9.31,,214,1065,392,339,1.97,3.43,1.19,13.33,
D,7,N,23,39.7,36.8,1.2,18.41,17.44,6.06,7.47,,2.75,5.73,14.82,4.3,9.35,,221,1056,387,329,1.52,2.92,2.06,15.02,
D,8,N,37,45.4,45.1,1.42,29.08,27.77,8.01,9.36,,2.98,9.4,23.52,6.62,9.41,,209,1047,400,338,2.11,3.55,1.28,15.30,
D,9,N,13,34.1,32.4,1.28,14.54,13.74,8.51,6.92,,2.84,4.4,11.9,7.56,8.09,,230,1058,370,320,1.73,2.98,0.95,13.39,
D,10,N,28,37.1,39.3,1.34,16.47,16.41,9.43,9.24,,2.92,5.5,14.39,7.33,9.3,,199,1004,382,335,1.80,3.26,1.91,12.31,
D,11,N,36,40.3,33.1,1.3,15.6,15.42,8.92,6.76,,2.78,5.29,13.47,8.12,7.61,,195,1012,393,343,1.71,3.04,0.77,12.65,
D,12,N,36,37.1,37.1,1.3,15.24,15.26,9.58,8.35,,2.84,5.14,12.96,8.85,9.46,,196,999,397,337,1.69,3.20,0.73,15.07,
D,13,N,41,33.4,36.5,1.32,23.1,21.52,8.3,8.34,,2.9,7.14,17.52,7.32,8.55,,224,1073,408,332,1.87,3.43,0.90,18.59,
D,14,N,37,40.7,41.2,1.59,21.87,20.48,8.79,9.25,,3.28,7.09,17.45,6.67,9.37,,208,1068,406,346,2.70,4.37,1.94,14.79,
D,15,N,41,42.6,43.1,1.26,25.07,23.42,10.2,9,,2.89,7.04,19.8,8.95,9.3,,256,1070,356,301,1.70,2.97,1.13,15.46,
D,16,N,38,30.2,36.2,1.3,18.54,17.41,8.47,8.12,,2.81,5.92,14.96,7.33,9.26,,213,1065,396,340,1.80,3.12,1.13,14.07,
D,17,N,31,46.7,49.2,1.43,36.82,34.4,7.92,9.15,,3.14,11.33,29.68,7.07,9.34,,225,1070,382,329,2.19,3.76,0.79,13.72,
D,18,N,34,23.3,20.8,1.24,12.87,12.2,8.23,8.02,,2.59,4.36,10.59,6.62,9.34,,195,1055,412,357,1.62,2.76,1.60,13.20,
D,19,N,19,33.7,32.6,1.4,18.44,17.69,6.55,8.22,,3.08,5.8,15.02,5.26,9.11,,218,1042,386,328,2.04,3.66,1.27,15.09,
D,20,N,43,39.6,41.8,1.42,23.24,22.19,8.54,6.62,,3.01,7.74,19.09,7.72,7.64,,200,1047,405,349,2.11,3.67,0.81,13.97,
D,21,N,20,38,38.2,1.3,17.92,17.05,8.6,8.7,,2.79,5.93,14.66,7.05,9.38,,202,1051,405,348,1.78,3.15,1.45,14.02,
D,22,N,37,41.4,42.2,1.26,20.2,19.02,8.26,5.25,,2.78,6.31,15.83,7.05,5.58,,220,1062,399,332,1.69,3.08,1.12,16.77,
D,23,N,31,42.4,40.3,1.34,17.71,16.65,9.05,3.77,,2.81,5.95,14.72,8.48,3.99,,198,1064,404,357,1.91,3.19,0.52,11.59,
D,24,N,41,44.6,47.4,1.38,34.53,32.27,11.13,7.54,,2.98,11.07,26.9,10.23,7.71,,212,1070,412,343,2.04,3.65,0.81,16.64,
D,25,N,34,30.4,25.9,1.24,12.53,11.79,7.66,4.9,,2.67,4.02,10.34,6.46,5.84,,212,1063,389,341,1.63,2.77,1.17,12.30,
D,26,N,37,39.4,32.9,1.15,18.74,17.39,9.82,6.02,,2.44,6.08,14.82,8.35,7.57,,208,1078,410,350,1.43,2.44,1.46,14.78,
D,27,N,18,39.2,42.4,1.34,20.86,20.9,8.85,7.18,,2.78,7.52,18.44,7.89,7.89,,177,998,408,360,1.79,3.15,0.91,11.77,
D,28,N,17,39.4,42.8,1.42,25.11,24.86,9.39,8.79,,2.95,8.82,21.81,8.25,9.32,,185,1010,404,355,2.04,3.52,1.05,12.27,
D,29,N,31,38.4,33.9,1.61,18.91,17.57,7.25,7.25,,3.28,5.85,14.96,6.33,9.49,,223,1076,391,333,2.79,4.21,1.23,14.85,
D,30,N,31,43.4,43.9,1.4,24.97,23.33,7.79,6.43,,2.91,7.6,19.4,7.03,6.23,,229,1070,392,326,2.10,3.32,0.70,16.85,
D,31,N,37,41.5,41.6,1.28,18.93,17.74,8.1,5.45,,2.8,6.17,15.03,7.38,6.34,,207,1067,411,348,1.75,3.22,0.71,15.28,
D,32,N,30,40.7,39.1,1.17,22.23,22.36,9.25,9.11,,2.72,6.42,18.92,7.75,9.24,,246,994,339,287,1.36,2.51,1.37,15.38,
D,33,N,38,25.8,20.6,1.42,12.45,11.57,9.06,8.29,,2.88,4.71,10.2,6.66,8.4,,164,1076,462,407,2.17,3.83,2.19,11.84,
D,34,N,23,33.6,39.4,1.22,21.65,20.96,7.72,9.32,,2.75,7.01,17.51,5.76,9.29,,209,1033,400,334,1.54,3.03,1.81,16.46,
D,35,N,18,38.7,42.5,1.43,25.31,24.02,7.22,6.64,,2.96,8.57,20.9,6.23,8.62,,195,1054,410,357,2.15,3.59,1.22,12.99,
E,1,N,12,32.5,33.2,1.15,13.42,12.44,7.71,5.61,,2.53,4.3,10.66,6.68,4.75,,212,1079,403,346,1.43,2.58,1.00,14.31,
E,2,N,28,46.7,49,1.2,38.13,36.16,10.79,6.89,,2.76,11.05,30.11,9.61,6.79,,245,1054,367,306,1.52,2.80,1.06,16.73,
E,3,N,18,39.9,41.8,1.42,22.45,22.27,9.66,9.35,,3.18,7.84,19.66,8.73,8.92,,186,1008,399,352,2.03,4.03,0.85,11.72,
E,4,N,36,33.4,26.5,1.4,13.11,13.03,10.86,8.98,,3,4.58,11.25,9.02,9.08,,186,1006,407,351,1.97,3.66,1.65,13.66,
E,5,N,43,41,39.6,1.47,25.42,23.64,9.76,8.8,,3.14,7.89,19.54,8.91,8.64,,222,1075,404,334,2.32,3.98,0.77,17.34,
E,6,N,28,33.4,29.9,1.17,14.9,14.41,10.85,8.74,,2.63,4.56,12.48,9.41,9.34,,227,1034,365,316,1.42,2.53,1.31,13.39,
E,7,N,19,37.5,37.2,1.34,20.93,20.64,8.49,8.88,,2.91,6.15,17.26,7.37,9.29,,240,1014,356,298,1.82,3.02,1.04,16.38,
E,8,N,23,38.6,38.6,1.24,20.78,19.67,7.35,5.57,,2.75,6.99,16.76,6.47,6.83,,197,1056,417,355,1.62,3.15,0.93,14.79,
E,9,N,41,39.3,40.9,1.31,21.28,19.92,9.13,6.25,,2.82,6.86,16.63,8.14,6.71,,210,1068,413,344,1.83,3.28,0.91,16.52,
